id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30392543,Stately Theater District 1BR w/ Indoor pool + Gym by Blueground,107434423,Blueground,Manhattan,Theater District,40.76177,-73.98504,Entire home/apt,316,30,0,,,232,311
14203322,NYC apartment in the East Village,35605738,Rhonycs,Manhattan,East Village,40.727959999999996,-73.98178,Entire home/apt,221,2,78,2019-06-16,2.24,1,270
34690725,"15分钟到纽约城市广场,下楼即是地铁站",83680039,Evelyn,Queens,Long Island City,40.74771,-73.93684,Private room,86,8,0,,,1,6
29827781,NYC WARM CLEAN COZY CLOSET EXPERIENCE ROOM 3 PPL,4233057,Hajah,Manhattan,East Harlem,40.79829,-73.93601,Private room,68,3,4,2019-05-29,0.64,3,95
22221072,Private cozy room in Bushwick / full-size bed,101970559,Sergii,Brooklyn,Bushwick,40.69295,-73.90850999999999,Private room,50,30,4,2018-06-23,0.21,6,325
30817603,Large Private Room. Fits up to 6 people,135060128,Abella,Brooklyn,Williamsburg,40.70841,-73.95048,Private room,120,1,3,2019-07-06,0.47,2,269
1003530,New York City - Upper West Side Apt,454250,Greta,Manhattan,Upper West Side,40.799620000000004,-73.96523,Private room,135,7,70,2018-08-12,0.93,1,44
34626069,Beautiful studio next to Manhattan NY!,247335568,Evelyn,Queens,Long Island City,40.74923,-73.94847,Entire home/apt,150,3,2,2019-06-24,2.0,7,34
20271220,Sunny private room on Central Park,634346,Chava,Manhattan,East Harlem,40.79629,-73.94913000000001,Private room,55,7,0,,,1,0
13014556,"Private, cozy room in the heart of Crown Heights",23269902,Mia,Brooklyn,Crown Heights,40.672509999999996,-73.95334,Private room,45,2,26,2019-06-18,1.23,1,45
5627944,Huge Studio Midtown Manhattan -BEST,29167335,Yedda,Manhattan,Midtown,40.7555,-73.96826,Entire home/apt,182,4,56,2019-06-14,1.08,2,148
12006770,East Village- The location,14731964,Pete,Manhattan,East Village,40.73273,-73.98666999999999,Private room,125,1,36,2019-07-07,1.4,1,81
24777535,Sunny Space in Sunnyside - 15 min to Times Square.,170085232,Shaina,Queens,Sunnyside,40.74425,-73.91768,Private room,50,1,74,2019-01-04,5.15,1,0
9793465,Cozy Apartment in Spanish Harlem,13811334,Rachel,Manhattan,East Harlem,40.79197,-73.94711,Entire home/apt,140,1,1,2016-04-13,0.03,1,0
21081736,Comfy Cozy,151812737,Dawn,Brooklyn,Canarsie,40.64008,-73.89301999999999,Entire home/apt,139,2,64,2019-07-01,3.11,1,358
27724217,Warm and Friendly Bronx Home,209306758,Harriet,Bronx,Baychester,40.878859999999996,-73.84300999999999,Private room,69,3,9,2019-06-11,0.87,2,311
32943764,Two Bedrooms Tonhouse,247900596,Sergo,Manhattan,Harlem,40.80598,-73.94792,Entire home/apt,325,1,16,2019-07-06,4.21,1,346
14357487,Brooklyn Brownstone Oasis,48489969,Madelyn,Brooklyn,Bedford-Stuyvesant,40.68796,-73.91991,Private room,45,2,24,2019-06-09,0.68,1,5
19153982,"East 19th Street, Charming 1Bd Serviced Apt",22541573,Ken,Manhattan,Gramercy,40.73643,-73.98724,Entire home/apt,225,30,0,,,87,310
9308016,Spacious Greenpoint Duplex w/Yard,1516920,Jonathan,Brooklyn,Greenpoint,40.73077,-73.95851,Entire home/apt,115,1,1,2015-12-27,0.02,2,0
36148417,1 Bedroom Bungalow-Rockaway-By Beach&Subway,271885652,Elizabeth,Queens,Rockaway Beach,40.58681,-73.8128,Entire home/apt,159,1,0,,,4,166
35745348,Private room in Greenwich Village,265901814,Evette,Manhattan,West Village,40.73638,-74.00057,Private room,125,2,0,,,2,180
12167152,"Chelsea ,Duplex ,Calm ,Fantastic",51434373,Yael,Manhattan,Chelsea,40.739709999999995,-73.99829,Private room,179,3,69,2019-06-19,1.8,1,104
6612744,Sunny&Stylish 1BR★Terrace★Doorman,24261066,Lisa,Manhattan,Lower East Side,40.71966,-73.99235999999999,Entire home/apt,300,2,5,2016-01-03,0.1,1,0
35803621,TRANQUIL HAVEN-8 MINS TO JFK/LIRR/AIRTRAIN RM#2.,178272943,Sharon,Queens,Jamaica,40.67207,-73.78094,Private room,60,1,2,2019-07-08,2.0,4,79
35998531,Beautiful Sheepshead Bay  experience.,9484127,Ken,Brooklyn,Sheepshead Bay,40.583870000000005,-73.93956999999999,Entire home/apt,300,3,0,,,1,364
11547352,Modern Bushwick rm perf for 1 or 2!,36625256,Allison,Brooklyn,Bushwick,40.702729999999995,-73.91565,Private room,85,1,0,,,1,0
2104588,Time Square doorman building 1 bdrm,6757150,Olena,Manhattan,Theater District,40.76263,-73.98271,Entire home/apt,240,4,0,,,1,0
11676984,Luxury STUDIO * PVT Entrance * WOW,62014546,Nissim,Manhattan,Upper East Side,40.776540000000004,-73.94904,Entire home/apt,165,1,141,2019-06-23,3.54,1,262
31898844,Eddies place #2,98214533,Edwin’S Place,Staten Island,Huguenot,40.53982,-74.1728,Entire home/apt,75,2,20,2019-07-07,4.38,2,229
21701058,Luxury 8 Bedroom Townhouse in Midtown-Sleeps 16,69852641,Lisa,Manhattan,Hell's Kitchen,40.76481,-73.98845,Entire home/apt,2200,2,6,2019-03-02,0.35,3,217
34120977,"Chic, Spacious, Bright BK 2-Bedroom w/ Backyard",257576232,Russell,Brooklyn,Williamsburg,40.709920000000004,-73.94969,Entire home/apt,305,2,14,2019-06-30,6.46,1,296
29703038,LUXARY 2BR DUPLEX LOFT Downtown Brooklyn,48194192,Allen,Brooklyn,Clinton Hill,40.69509,-73.96462,Entire home/apt,191,1,42,2019-06-23,5.94,4,28
16829867,New studio in Murray Hill,37832982,Cynthia,Manhattan,Murray Hill,40.749759999999995,-73.97444,Entire home/apt,130,2,0,,,1,0
31589769,Beautiful Duplex Apartment for Rent,214623686,Earlene,Brooklyn,Bedford-Stuyvesant,40.68521,-73.95184,Entire home/apt,80,2,19,2019-07-07,4.67,1,81
467634,yahmanscrashpads,2321321,Lloyd,Queens,Jamaica,40.67747,-73.76493,Shared room,39,1,454,2019-06-18,5.27,1,353
30690804,Cosy APt,43053304,Ali,Manhattan,Upper East Side,40.77778,-73.94893,Entire home/apt,120,5,1,2019-02-24,0.22,1,0
9471997,Lovely 1-bedroom apartment in SoHo!,10208450,Olai,Manhattan,SoHo,40.72615,-74.00225,Entire home/apt,100,4,1,2016-03-08,0.02,1,0
6460353,A True Gem.,11775328,Kamilah,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96162,Entire home/apt,150,2,17,2019-05-19,0.37,1,336
15539709,"NYMT05-1 LUXURY! Studio, Time square/Doorman stu-5",39890192,Laura,Manhattan,Hell's Kitchen,40.76406,-73.98868,Entire home/apt,150,45,6,2019-03-31,0.21,12,267
36318888,Cute bedroom in ideal location in Williamsburg,14598000,Daniel,Brooklyn,Williamsburg,40.70928,-73.94066,Private room,59,4,0,,,2,297
4052514,Wow!  Two Bedroom Apartment in Safe Neighborhood!,2037149,Steve & Anna,Brooklyn,Windsor Terrace,40.6501,-73.97985,Entire home/apt,149,4,143,2019-06-24,2.62,1,254
14769619,Cozy minimalist room close to train (1),74179880,Silvia,Brooklyn,East New York,40.67539,-73.89039,Private room,33,3,101,2019-06-16,2.92,8,323
274329,Fantastic 1-bedroom basement apt.,1434654,Andrew,Brooklyn,Bushwick,40.70642,-73.91665,Entire home/apt,110,3,115,2019-06-25,1.75,2,28
26815416,Pinacoladaburgh,201654234,Jessica,Queens,Rockaway Beach,40.58739,-73.81746,Entire home/apt,75,2,35,2019-07-08,2.97,1,125
807535,Spacious Private Bedroom Brooklyn - Williamsburg,4249297,Martina,Brooklyn,Williamsburg,40.70876,-73.94971,Private room,79,5,5,2019-01-02,0.21,2,198
30437291,Beautiful large room Manhattan/Roosevelt Island,228524640,Dragomir,Manhattan,Roosevelt Island,40.7616,-73.95052,Private room,55,21,1,2019-03-08,0.24,1,342
24535857,Sonder | 21 Chelsea | Charming 1BR + Rooftop,12243051,Sonder,Manhattan,Chelsea,40.740809999999996,-73.99616,Entire home/apt,265,29,0,,,96,331
4718436,VIEWS VIEWS VIEWS from Designer Apt,4655338,Danny,Brooklyn,Williamsburg,40.71751,-73.95839000000001,Entire home/apt,525,6,28,2019-06-16,0.5,1,365
35871515,Sonder | 116 John | Stunning 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70772,-74.00673,Entire home/apt,165,29,0,,,327,347
30201810,Beautiful and Cozy Apartment in heart of NYC,226565802,Oksana,Queens,Rego Park,40.72664,-73.85884,Entire home/apt,250,2,1,2019-01-21,0.18,1,365
7572637,Lovely 2 bedroom prime location,4398238,Andrew,Brooklyn,Prospect Heights,40.67505,-73.96710999999999,Entire home/apt,175,2,5,2016-09-18,0.11,1,0
28334679,Astoria Apartment,29514176,Meghann,Queens,Astoria,40.766420000000004,-73.91637,Entire home/apt,125,3,4,2018-11-25,0.42,1,0
19964262,Hendrix Street Gem Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66535,-73.8891,Private room,40,1,104,2019-06-22,4.53,5,36
30186710,Private bedroom at East Williamsburg,13608859,Ceren,Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,2019-05-26,1.85,1,6
11190701,Large room in spacious apartment,1549512,Ilene,Brooklyn,Bushwick,40.69931,-73.91603,Private room,39,4,0,,,2,0
16546557,1 Person Only 1 Bdrm LES HugeDeck,2859516,Raymond,Manhattan,Lower East Side,40.72198,-73.98785,Private room,90,2,77,2019-01-28,2.5,2,68
31194144,Brooklyn apt 10 mins to Manhattan by subway,129022496,Alan,Brooklyn,Bedford-Stuyvesant,40.67872,-73.94805,Private room,20,10,8,2019-07-01,1.4,2,38
4693338,"Brooklyn off J/Z, Newly Renovated",9123948,Chris,Brooklyn,Bedford-Stuyvesant,40.68229,-73.91574,Private room,46,4,3,2016-01-03,0.05,1,0
20845031,"Homey Midtown East 1BR w/ Gym, Doorman, near the 6th street by Blueground",107434423,Blueground,Manhattan,Kips Bay,40.7451,-73.97915,Entire home/apt,308,30,0,,,232,156
9713997,Extra BR in dreamlike soho loft,1317360,John,Manhattan,SoHo,40.72145,-74.00231,Private room,200,1,16,2019-05-22,0.83,2,365
28497028,Heights V,9130040,Candace,Brooklyn,East Flatbush,40.66148,-73.93408000000001,Private room,89,1,1,2019-05-19,0.59,6,365
32646039,NY Spacious RM w/ Own Bath near train & LaGuardia.,137358866,Kazuya,Queens,Woodside,40.746829999999996,-73.90654,Private room,50,30,0,,,103,94
20621540,Spacious Room in Fort Greene,3490097,Victoria,Brooklyn,Fort Greene,40.68703,-73.97575,Private room,67,3,1,2017-09-12,0.05,1,0
30885018,"Country home in Manhattan, w/ fireplace, backyard!",3757699,Jeremiah,Manhattan,Upper West Side,40.79272,-73.97069,Entire home/apt,515,20,0,,,2,0
2089712,Spacious 1-BR Midtown West,10666587,Kevin,Manhattan,Hell's Kitchen,40.757740000000005,-73.99371,Entire home/apt,119,2,3,2015-12-14,0.04,1,0
2334411,Amazing New York apt  in Harlem with Backyard!!!,11280333,Brenda,Manhattan,Harlem,40.81128,-73.94117,Entire home/apt,85,3,82,2019-06-30,1.38,1,35
6142960,CleanLovely 1BR Apt in Clinton Hill,10520210,Scarlet,Brooklyn,Bedford-Stuyvesant,40.69315,-73.95998,Entire home/apt,110,2,19,2016-06-10,0.44,1,0
24360537,Lovely cozy studio in Upper East Side,150629197,Lana,Manhattan,Upper East Side,40.777590000000004,-73.94688000000001,Entire home/apt,118,3,1,2018-04-13,0.07,2,0
10039992,Loft @ Heart of Williamsburg,19912320,Charles,Brooklyn,Williamsburg,40.71686,-73.95428000000001,Private room,79,5,3,2017-01-02,0.07,2,0
8837432,NEW: 2 BR Steps from Times Square,41743945,George - Francis,Manhattan,Hell's Kitchen,40.76206,-73.9937,Entire home/apt,375,3,3,2016-01-02,0.07,2,0
5162578,Best place for families & groups in Manhattan NYC!,23719409,Carlina,Manhattan,Harlem,40.827740000000006,-73.95181,Private room,115,1,28,2018-12-08,1.13,4,6
15511749,"New Listing---Clean, Spacious 1-Bedroom in SoHo",99665419,Nicole,Manhattan,SoHo,40.72391,-74.00658,Entire home/apt,75,4,9,2018-10-17,0.53,1,0
5434197,Convenient Room Near Subway ABCD&1!,4534649,L & A,Manhattan,Harlem,40.816629999999996,-73.95315,Private room,55,2,71,2016-12-15,1.34,3,0
22713035,"Bright, minimal hideaway with ensuite bathroom",52825108,Raven,Brooklyn,Bushwick,40.69928,-73.9309,Private room,66,14,1,2018-11-13,0.13,1,49
20541892,"Lovely Apartment in trendy Astoria, Queens",146677115,Alex,Queens,Astoria,40.76437,-73.91937,Entire home/apt,250,3,3,2018-01-02,0.16,1,1
17586014,Spacious and Sunny in Prime Park Slope,119466544,Jim,Brooklyn,South Slope,40.66317,-73.98465,Entire home/apt,175,1,2,2017-03-24,0.07,2,0
9137941,1 BR UES Apartment,4223044,Alexandra,Manhattan,Upper East Side,40.77012,-73.95777,Entire home/apt,200,1,0,,,1,0
27026461,Room available from July 29th to October 31st,1524602,Martina,Brooklyn,Williamsburg,40.71653,-73.94131,Private room,48,90,0,,,1,358
11941755,"Stylish, Spacious 1 BR Apt in Heart of Village",63755360,Matt,Manhattan,East Village,40.72548,-73.9857,Entire home/apt,133,2,72,2019-06-24,1.82,1,0
20821762,Sunny apartment in the heart of trendy Greenpoint,127726348,Chris,Brooklyn,Greenpoint,40.72917,-73.95130999999999,Entire home/apt,145,30,44,2019-05-25,2.07,1,205
31014013,Spacious & Sunny Bedroom in Bedstuy,53243644,Omri,Brooklyn,Bedford-Stuyvesant,40.69255,-73.93915,Private room,45,1,6,2019-01-20,0.97,2,3
16440392,NYC Style Comfort 1 bd w/Private Living Space,104497453,Mark,Brooklyn,Bedford-Stuyvesant,40.68606,-73.92356,Entire home/apt,150,2,7,2017-09-24,0.24,3,37
13064913,Sunny Studio in the Heart of Downtown Brooklyn.,3872251,Santron,Brooklyn,Fort Greene,40.68589,-73.97659,Entire home/apt,100,2,13,2016-08-30,0.35,1,0
35963599,SMH's Abode,26127333,Angie,Manhattan,Hell's Kitchen,40.76125,-73.99506,Entire home/apt,200,3,1,2019-06-23,1.0,1,39
9995163,Spacious Private Brownstone Apt | 2 Bedroom,12877954,Brian,Brooklyn,Bedford-Stuyvesant,40.68076,-73.93996,Entire home/apt,113,3,174,2019-07-01,4.02,1,63
30126658,Cozy stylish luxury... in the heart of Soho!!!,3562922,John,Manhattan,Nolita,40.721540000000005,-73.99727,Entire home/apt,300,4,3,2019-05-28,0.48,1,97
21958889,Upper West Side Brownstone Duplex by Central Park,160306249,Andy,Manhattan,Upper West Side,40.78165,-73.9749,Private room,55,2,14,2019-06-29,0.81,2,0
7240997,Modern 19th C West Village Charmer,2519631,Chavi,Manhattan,West Village,40.7363,-74.00317,Entire home/apt,233,30,10,2018-11-05,0.21,1,14
8772654,Friendly-colorful-cozy W/ breakfast,45990565,Alba & Genesis,Bronx,Morris Heights,40.85311,-73.90861,Private room,33,2,103,2019-05-31,2.27,2,282
9412636,Safe&Cozy bdoom/5 mins to Manhattan,24244132,Yuhao,Manhattan,Roosevelt Island,40.76168,-73.95059,Private room,60,2,1,2016-05-30,0.03,1,0
6249465,Lovely bedroom near Central Park,31914305,Guangyu,Manhattan,Morningside Heights,40.80461,-73.96401,Private room,60,1,0,,,1,0
33316356,Spacious 1BR on W 72nd! A dream UWS location!,250968889,Samantha,Manhattan,Upper West Side,40.77884,-73.98591,Entire home/apt,180,5,7,2019-06-18,2.5,1,10
17763622,JUNIOR SUITE IN MANHATTAN,114477998,Marilyn,Manhattan,East Harlem,40.79142,-73.94664,Private room,90,2,110,2019-06-29,4.04,4,237
21204122,Private Room in Bushwick! Close to Trains/Buses!,4464205,Braden,Brooklyn,Bushwick,40.694720000000004,-73.92376,Private room,44,2,3,2017-10-29,0.14,2,0
13479511,Midtown Studio near Central Park,25168709,Lili,Manhattan,Upper East Side,40.76184,-73.9569,Entire home/apt,150,4,45,2018-11-08,1.27,1,6
22541685,Comfortable and Clean Place in Bed-Stuy,22414216,Crystal,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93634,Private room,39,30,0,,,1,220
9748012,"Lovely, 2BR sun filled apartment",9895399,Julian,Brooklyn,Greenpoint,40.72484,-73.9472,Entire home/apt,100,6,1,2016-01-05,0.02,1,0
18066269,"@Ferry,2Bedroom/3beds.Private,Renovated/Stylish...",117492425,Dine,Staten Island,St. George,40.64425,-74.08055999999999,Entire home/apt,72,4,97,2019-06-26,3.71,6,152
30323806,Hidden gem... steps from Times Square,90401194,Joshua,Manhattan,Hell's Kitchen,40.76168,-73.98969,Entire home/apt,180,3,20,2019-06-25,2.87,1,79
20876208,"Good Access to Everywhere:)Bushwick, Brooklyn NY",127618565,Takanori,Brooklyn,Bushwick,40.70544,-73.91828000000001,Private room,59,1,90,2019-06-22,4.26,1,42
764052,1 Bedroom Apartment in quiet area.,2618273,Sabrina,Queens,Ditmars Steinway,40.77466,-73.91807,Entire home/apt,390,3,1,2016-12-27,0.03,1,89
14587950,Assemblage Place,200675,Li-Ann,Brooklyn,Clinton Hill,40.68605,-73.96115999999999,Entire home/apt,220,3,12,2019-06-23,0.39,1,19
24806529,"Private Room In Brooklyn,",113890236,Nessim,Brooklyn,Bensonhurst,40.609970000000004,-73.98021999999999,Private room,40,2,2,2018-07-02,0.14,1,0
13769545,Comfy bed in Cozy Home - GRAND ARMY PLAZA,80777352,Mary,Brooklyn,Prospect Heights,40.67403,-73.96798000000001,Private room,48,2,131,2019-06-01,3.88,1,333
5779471,New Sunny East Village Apartment,1674428,Jules,Manhattan,East Village,40.724779999999996,-73.9755,Entire home/apt,160,7,9,2016-11-13,0.24,1,0
2017012,W Village Luxury Apt. (Super Bowl),10373126,Sirous,Manhattan,West Village,40.739670000000004,-74.00933,Entire home/apt,850,3,0,,,1,0
27468323,*Cozy Room in Manhattan with Private Living Room*,207003851,Carlos Ivan,Manhattan,East Harlem,40.799170000000004,-73.93715999999999,Private room,111,3,9,2018-11-29,0.88,1,3
1971200,Big Room by Times Square,10178252,Tino,Manhattan,Hell's Kitchen,40.76636,-73.98634,Private room,99,3,160,2019-05-31,2.36,1,133
24497152,Stunning Elevator 2 Bedroom Midtown East,61391963,Corporate Housing,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,2018-06-29,0.08,91,332
33155996,"Bright and Spacious in Bed Stuy, Brooklyn",8902538,Laura,Brooklyn,Bedford-Stuyvesant,40.692640000000004,-73.94551,Entire home/apt,100,2,5,2019-05-21,1.61,1,0
24896472,Spacious Apt. in Bushwick for summer occupancy,116460196,Anoushka,Brooklyn,Williamsburg,40.70704,-73.92903000000001,Private room,75,7,0,,,1,0
13171703,"Park Avenue, Lux Studio Murray Hill apartment",22541573,Ken,Manhattan,Murray Hill,40.74855,-73.98019000000001,Entire home/apt,199,30,2,2019-06-07,0.06,87,364
17037199,Cozy East Village Room w/Bonus Cats,473063,Lyra,Manhattan,East Village,40.7265,-73.98278,Private room,71,3,76,2019-06-21,2.59,1,25
18782064,STUDIO ON WEST 56TH COLUMBUS CIRCLE~DOORMAN,2856748,Ruchi,Manhattan,Hell's Kitchen,40.76617,-73.98445,Entire home/apt,184,30,0,,,49,364
3728309,Private room in 3 bedroom apartment Bed Stuy,19046961,Amanda,Brooklyn,Bedford-Stuyvesant,40.68905,-73.92685,Private room,45,5,8,2019-05-01,0.31,1,247
34706349,Clean and Bright Classic Manhattan!,10032016,Eliana,Manhattan,Morningside Heights,40.80977,-73.95813000000001,Entire home/apt,250,15,1,2019-06-05,0.88,1,34
35710204,The N residence,136408243,David,Brooklyn,Midwood,40.61354,-73.96316,Private room,140,1,0,,,1,364
20761296,Huge Room in Beautiful New Renovated Apartment,146030957,Bryan,Queens,Astoria,40.77028,-73.92112,Private room,45,5,20,2019-06-19,0.89,1,16
13282840,Cozy Private room near Central Park,49328849,Dorothy,Manhattan,East Harlem,40.795320000000004,-73.94454,Private room,85,4,46,2019-07-01,1.23,1,72
6100514,1BR 5 minute walk to Times Square,6230173,Luke,Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,200,4,30,2017-10-24,0.65,1,0
13202401,"West 48th Street, Lux Studio near Rockefeller Ctr",22541573,Ken,Manhattan,Midtown,40.756409999999995,-73.97811999999999,Entire home/apt,219,30,0,,,87,342
31799369,Private West Village Townhouse w/ Hot Tub,185049106,Natalia,Manhattan,West Village,40.73271,-74.00324,Entire home/apt,700,4,10,2019-06-01,2.56,1,127
21794374,@the heart Of Queens. 20Mins 2 Downtown.nearall.B,60291768,Kim,Queens,Elmhurst,40.73914,-73.87116,Entire home/apt,99,4,42,2019-06-16,2.17,2,64
10974609,"Cozy couch, free parking, near park",48573590,Sherrilyn,Brooklyn,East Flatbush,40.66209,-73.93947,Shared room,85,1,1,2018-10-08,0.11,1,365
4857075,Beautiful apartment in Bushwick,4306959,Arikia,Brooklyn,Bushwick,40.69986,-73.9298,Entire home/apt,159,3,30,2018-01-01,0.54,1,0
21177608,Feng Shui Private Room In Brooklyn,19177308,Stephany,Brooklyn,Bushwick,40.6897,-73.9064,Private room,48,2,39,2019-06-19,1.83,4,179
4600556,Beautiful 2 BR Apt UES- Min 30 Days,15310997,Mor,Manhattan,Upper East Side,40.78318,-73.94556,Entire home/apt,300,30,10,2019-02-28,0.19,9,331
2305890,Midwood Aerie - Bright  & Private!,11778114,Jake,Brooklyn,Flatbush,40.63449,-73.95742,Entire home/apt,140,1,141,2019-07-01,2.41,1,307
34813344,AWESOME LOCATION!! NEWLY REMODELED APARTMENT!!,262434396,Angeline,Brooklyn,Williamsburg,40.71597,-73.96106999999999,Entire home/apt,650,3,1,2019-06-17,1.0,1,352
35170369,Luxury Living in Greenpoint,264873774,Chris,Brooklyn,Greenpoint,40.727920000000005,-73.9591,Entire home/apt,250,10,0,,,1,155
30558219,Master bedroom w/priv bathroom in heart of BedStuy,1313385,Dania,Brooklyn,Bedford-Stuyvesant,40.68548,-73.93145,Private room,90,3,2,2019-06-17,2.0,1,1
34508939,Nice bedroom with comfy Simmons bed -1min to train,5889721,Maco,Brooklyn,Bay Ridge,40.6347,-74.02268000000001,Private room,54,1,8,2019-06-30,4.21,2,339
19247214,Spacious Bedroom in Full Floor East Village Apt,134613498,Adonis,Manhattan,East Village,40.72717,-73.98643,Private room,180,1,28,2019-06-24,1.17,7,328
24554027,"Sunlit Room in Prospect Heights, Brooklyn",24587292,Rania,Brooklyn,Crown Heights,40.676520000000004,-73.96198000000001,Private room,974,7,0,,,2,0
16368328,Cozy Harlem Jewel,107158006,Liliana,Manhattan,Harlem,40.8228,-73.93956,Private room,60,2,119,2019-06-24,3.82,1,198
19058675,Experience Upper New York Living,133045826,Mira,Manhattan,Washington Heights,40.84202,-73.94171,Entire home/apt,108,7,4,2017-08-15,0.17,1,50
29731625,Sunlit Spacious Apartment in Brooklyn,30177875,Bree,Brooklyn,Crown Heights,40.67452,-73.95906,Entire home/apt,120,4,3,2019-05-25,0.47,1,7
33829538,Luxury 2 Bed 2 Full Bath Walk to Times Square,255414914,Stanley,Manhattan,Theater District,40.757459999999995,-73.98795,Entire home/apt,420,5,14,2019-06-30,5.06,1,137
4387007,Beautiful Beach  & Great Space,21802126,Mark,Queens,Belle Harbor,40.573209999999996,-73.85769,Private room,110,2,1,2019-06-23,1.0,1,325
15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,32545798,Sasha,Brooklyn,Williamsburg,40.7146,-73.96321,Private room,90,1,1,2016-12-25,0.03,5,0
